绊按锅龋,己喊,楷飞措,芭林瘤开,item_7,item_8,item_9,item_10,item_11,item_12,给嘎冕俺岿荐,给嘎冕酒捞袍俺荐,,,,7,8,9,10,11,12
6963,F,40技~44技,100,0,2,1,1,1,3,1,10,,,,,,,,,
6992,F,40技~44技,55,1,1,0,3,2,1,1,10,,,,,,,,,
7001,M,40技~44技,100,3,1,0,1,2,1,1,10,,,,,,,,,
7148,F,40技~44技,410,3,1,2,0,1,1,1,10,,,,,,,,,
7149,M,40技~44技,210,2,2,2,0,1,1,1,10,,,,,,,,,
7183,F,40技~44技,240,2,1,0,1,3,1,1,10,,,,,,,,,
7208,M,40技~44技,60,3,2,1,1,1,0,1,10,,,,,,,,,
7233,M,40技~44技,27,2,2,2,1,,1,1,10,,,,,,,,,
7360,F,40技~44技,72,1,1,2,1,3,,1,10,,,,,,,,,
7424,F,40技~44技,55,1,1,1,2,0,3,1,10,,,,,,,,,
7477,F,40技~44技,500,2,0,1,1,2,2,1,10,,,,,,,,,
7517,M,40技~44技,55,1,2,3,1,1,0,1,10,,,,,,,,,
7566,F,40技~44技,100,1,3,0,2,1,1,1,10,,,,,,,,,
7574,M,40技~44技,100,2,2,2,1,1,0,1,10,,,,,,,,,
7611,M,40技~44技,55,2,2,0,2,1,1,1,10,,,,,,,,,
7710,F,40技~44技,47,3,1,1,0,2,1,1,10,,,,,,,,,
7787,F,40技~44技,500,1,3,1,0,2,1,1,10,,,,,,,,,
7980,F,35技~39技,27,2,3,1,0,1,1,1,10,,,,,,,,,
7983,F,35技~39技,24,0,2,2,2,1,1,1,10,,,,,,,,,
8008,F,35技~39技,210,1,1,3,2,1,0,1,10,,,,,,,,,
8018,F,35技~39技,210,1,2,1,2,2,0,1,10,,,,,,,,,
8020,F,35技~39技,79,2,2,1,2,1,0,1,10,,,,,,,,,
8032,F,35技~39技,100,0,3,1,1,2,1,1,10,,,,,,,,,
8116,F,35技~39技,340,0,1,1,1,2,3,1,10,,,,,,,,,
8120,F,35技~39技,69,2,0,2,2,1,1,1,10,,,,,,,,,
8148,F,35技~39技,410,2,0,2,1,2,1,1,10,,,,,,,,,
8170,F,35技~39技,10,1,0,1,1,3,2,1,10,,,,,,,,,
8181,F,35技~39技,540,1,0,2,2,2,1,1,10,,,,,,,,,
8232,F,35技~39技,540,0,2,1,3,1,1,1,10,,,,,,,,,
8305,F,35技~39技,410,3,1,2,1,1,0,1,10,,,,,,,,,
8492,F,35技~39技,100,0,1,2,1,2,2,1,10,,,,,,,,,
8589,F,35技~39技,540,0,1,1,2,2,2,1,10,,,,,,,,,
8620,M,35技~39技,610,2,1,1,0,2,2,1,10,,,,,,,,,
8781,F,35技~39技,500,2,2,2,1,0,1,1,10,,,,,,,,,
8788,F,35技~39技,610,2,1,2,1,2,0,1,10,,,,,,,,,
8885,F,35技~39技,360,2,2,1,2,0,1,1,10,,,,,,,,,
8902,F,35技~39技,69,1,2,3,1,1,0,1,10,,,,,,,,,
8914,F,35技~39技,500,1,0,2,2,2,1,1,10,,,,,,,,,
8936,F,35技~39技,100,2,2,1,2,1,0,1,10,,,,,,,,,
8939,F,35技~39技,460,2,1,3,1,0,1,1,10,,,,,,,,,
9071,F,35技~39技,100,2,1,2,2,1,,1,10,,,,,,,,,
9083,F,35技~39技,10,1,2,0,2,1,2,1,10,,,,,,,,,
9121,F,35技~39技,610,2,1,2,1,2,0,1,10,,,,,,,,,
9164,F,35技~39技,460,2,2,0,2,1,1,1,10,,,,,,,,,
9211,F,35技~39技,100,1,1,2,2,0,2,1,10,,,,,,,,,
9223,F,35技~39技,440,2,2,1,0,1,2,1,10,,,,,,,,,
9233,F,35技~39技,100,1,2,1,2,0,2,1,10,,,,,,,,,
9270,F,35技~39技,100,1,1,2,2,,2,1,10,,,,,,,,,
9335,F,30技~34技,460,2,1,0,2,2,1,1,10,,,,,,,,,
9383,F,30技~34技,500,2,1,1,0,2,2,1,10,,,,,,,,,
9389,F,30技~34技,460,2,1,2,0,1,2,1,10,,,,,,,,,
9412,F,30技~34技,460,0,2,1,1,1,3,1,10,,,,,,,,,
9464,F,30技~34技,310,2,1,1,1,0,3,1,10,,,,,,,,,
9472,M,30技~34技,210,0,2,1,2,1,2,1,10,,,,,,,,,
9503,F,30技~34技,13,2,1,1,3,0,1,1,10,,,,,,,,,
9512,M,30技~34技,500,0,1,3,1,1,2,1,10,,,,,,,,,
9680,F,30技~34技,460,2,3,1,1,0,1,1,10,,,,,,,,,
9690,F,30技~34技,460,2,1,1,3,1,0,1,10,,,,,,,,,
9709,F,30技~34技,540,2,2,0,2,1,1,1,10,,,,,,,,,
9754,F,30技~34技,100,2,1,0,1,2,2,1,10,,,,,,,,,
9815,F,30技~34技,460,3,2,1,1,1,0,1,10,,,,,,,,,
9822,F,30技~34技,16,1,3,0,2,1,1,1,10,,,,,,,,,
9864,F,25技~29技,100,2,2,1,0,1,2,1,10,,,,,,,,,
9870,F,25技~29技,210,2,2,1,1,2,0,1,10,,,,,,,,,
9946,M,30技~34技,60,2,0,1,2,1,2,1,10,,,,,,,,,
10038,F,45技~49技,16,2,2,1,0,2,1,1,10,,,,,,,,,
10111,F,35技~39技,43,1,2,1,2,0,2,1,10,,,,,,,,,
10145,F,55技~59技,460,1,2,0,2,1,2,1,10,,,,,,,,,
10178,F,35技~39技,55,1,1,1,0,2,3,1,10,,,,,,,,,
10200,F,55技~59技,100,0,1,1,1,2,3,1,10,,,,,,,,,
10217,F,45技~49技,60,1,1,1,2,0,3,1,10,,,,,,,,,
10347,F,50技~54技,100,1,1,0,2,2,2,1,10,,,,,,,,,
10456,F,50技~54技,100,1,2,2,0,1,2,1,10,,,,,,,,,
10549,F,40技~44技,100,1,1,0,2,2,2,1,10,,,,,,,,,
10644,F,60技捞惑,60,3,1,1,2,1,0,1,10,,,,,,,,,
10678,F,45技~49技,55,1,2,1,1,3,0,1,10,,,,,,,,,
10733,F,50技~54技,100,0,1,2,2,2,1,1,10,,,,,,,,,
10788,F,45技~49技,16,2,2,2,1,1,0,1,10,,,,,,,,,
10861,F,45技~49技,460,1,1,3,1,2,0,1,10,,,,,,,,,
10931,F,30技~34技,100,0,2,1,1,2,2,1,10,,,,,,,,,
10978,F,30技~34技,10,2,1,0,2,1,2,1,10,,,,,,,,,
11009,F,60技捞惑,100,2,1,0,1,3,1,1,10,,,,,,,,,
11018,M,35技~39技,100,1,2,0,1,1,3,1,10,,,,,,,,,
11040,F,45技~49技,460,0,1,1,3,2,1,1,10,,,,,,,,,
11136,F,35技~39技,500,1,2,2,2,1,0,1,10,,,,,,,,,
11151,F,40技~44技,310,2,0,2,1,2,1,1,10,,,,,,,,,
11206,F,35技~39技,100,2,3,1,1,0,1,1,10,,,,,,,,,
11235,F,50技~54技,100,2,1,0,3,1,1,1,10,,,,,,,,,
11266,M,35技~39技,270,1,1,0,3,1,2,1,10,,,,,,,,,
11362,F,30技~34技,60,1,0,1,2,2,2,1,10,,,,,,,,,
11365,F,25技~29技,440,2,2,1,2,1,0,1,10,,,,,,,,,
11375,F,30技~34技,16,2,0,1,3,1,1,1,10,,,,,,,,,
11440,F,55技~59技,27,1,2,2,2,1,0,1,10,,,,,,,,,
11721,F,30技~34技,75,2,2,1,2,1,0,1,10,,,,,,,,,
11773,F,50技~54技,270,1,2,0,1,2,2,1,10,,,,,,,,,
11861,F,50技~54技,100,1,1,0,1,2,3,1,10,,,,,,,,,
11881,F,40技~44技,210,1,2,2,2,0,1,1,10,,,,,,,,,
11943,F,45技~49技,460,0,3,1,1,1,2,1,10,,,,,,,,,
12054,F,35技~39技,100,2,2,1,1,0,2,1,10,,,,,,,,,
12056,F,35技~39技,100,2,2,2,0,1,1,1,10,,,,,,,,,
12146,F,30技~34技,460,2,2,2,0,1,1,1,10,,,,,,,,,
12206,M,45技~49技,460,1,1,0,2,3,1,1,10,,,,,,,,,
12227,F,50技~54技,49,2,2,2,1,0,1,1,10,,,,,,,,,
12269,M,30技~34技,100,3,2,1,1,1,0,1,10,,,,,,,,,
12293,F,45技~49技,270,2,2,2,1,1,0,1,10,,,,,,,,,
12439,F,40技~44技,210,2,2,2,1,0,1,1,10,,,,,,,,,
12442,M,45技~49技,100,3,1,1,1,0,2,1,10,,,,,,,,,
12524,F,35技~39技,100,0,1,2,1,2,2,1,10,,,,,,,,,
12629,M,35技~39技,610,2,1,0,2,2,1,1,10,,,,,,,,,
12735,F,50技~54技,100,1,3,0,2,1,1,1,10,,,,,,,,,
12865,F,50技~54技,210,1,1,0,2,2,2,1,10,,,,,,,,,
12928,M,60技捞惑,55,2,2,2,0,1,1,1,10,,,,,,,,,
13000,F,45技~49技,10,2,0,2,1,1,2,1,10,,,,,,,,,
13071,F,25技~29技,10,3,1,2,1,1,0,1,10,,,,,,,,,
13112,F,45技~49技,100,1,1,,2,2,2,1,10,,,,,,,,,
13231,F,25技~29技,460,2,0,2,1,2,1,1,10,,,,,,,,,
13366,F,40技~44技,240,1,0,1,2,1,3,1,10,,,,,,,,,
13418,F,30技~34技,210,1,1,0,2,2,2,1,10,,,,,,,,,
13579,M,45技~49技,36,2,0,1,2,2,1,1,10,,,,,,,,,
13609,F,45技~49技,100,1,0,2,2,1,2,1,10,,,,,,,,,
13654,F,60技捞惑,87,1,2,1,2,2,0,1,10,,,,,,,,,
13681,F,45技~49技,100,3,1,0,1,1,2,1,10,,,,,,,,,
13733,F,45技~49技,100,1,2,0,1,2,2,1,10,,,,,,,,,
13768,F,50技~54技,210,0,1,2,2,1,2,1,10,,,,,,,,,
13776,F,30技~34技,210,2,2,1,2,1,0,1,10,,,,,,,,,
13894,F,30技~34技,460,2,2,1,0,1,2,1,10,,,,,,,,,
13898,F,35技~39技,500,1,2,2,1,0,2,1,10,,,,,,,,,
13904,F,35技~39技,13,1,2,1,0,2,2,1,10,,,,,,,,,
13927,F,40技~44技,16,2,1,0,2,2,1,1,10,,,,,,,,,
13993,F,55技~59技,240,0,1,1,2,1,3,1,10,,,,,,,,,
14024,F,30技~34技,460,2,1,0,2,2,1,1,10,,,,,,,,,
14043,F,50技~54技,460,3,1,1,2,0,1,1,10,,,,,,,,,
14053,F,25技~29技,210,0,1,1,2,2,2,1,10,,,,,,,,,
14098,F,50技~54技,100,2,1,3,1,0,1,1,10,,,,,,,,,
14115,M,60技捞惑,72,1,3,1,2,1,0,1,10,,,,,,,,,
14138,M,35技~39技,540,2,2,2,0,1,1,1,10,,,,,,,,,
14178,F,40技~44技,16,2,1,2,0,1,2,1,10,,,,,,,,,
14183,M,45技~49技,55,2,2,1,1,0,2,1,10,,,,,,,,,
14204,F,25技~29技,570,1,2,1,2,2,0,1,10,,,,,,,,,
14233,F,40技~44技,43,1,2,1,3,0,1,1,10,,,,,,,,,
14290,F,25技~29技,100,0,1,2,2,2,1,1,10,,,,,,,,,
14365,F,50技~54技,610,0,2,1,1,1,3,1,10,,,,,,,,,
14495,F,60技捞惑,55,0,1,2,2,1,2,1,10,,,,,,,,,
14503,F,30技~34技,100,1,0,1,3,1,2,1,10,,,,,,,,,
14540,M,30技~34技,60,2,2,0,2,1,1,1,10,,,,,,,,,
14552,F,30技~34技,100,2,2,1,0,2,1,1,10,,,,,,,,,
14609,F,30技~34技,100,2,0,2,1,1,2,1,10,,,,,,,,,
14697,F,40技~44技,13,3,1,2,0,1,1,1,10,,,,,,,,,
14707,M,35技~39技,460,3,2,1,1,1,,1,10,,,,,,,,,
14796,M,45技~49技,340,2,2,2,0,1,1,1,10,,,,,,,,,
14867,M,35技~39技,100,0,2,2,2,1,1,1,10,,,,,,,,,
15041,F,45技~49技,69,2,2,1,1,0,2,1,10,,,,,,,,,
15108,F,25技~29技,39,2,2,1,0,1,2,1,10,,,,,,,,,
15225,F,50技~54技,27,1,1,0,1,3,2,1,10,,,,,,,,,
15318,F,30技~34技,10,0,1,1,1,3,2,1,10,,,,,,,,,
15358,F,45技~49技,460,0,2,1,2,2,1,1,10,,,,,,,,,
15370,F,25技~29技,33,2,2,2,1,0,1,1,10,,,,,,,,,
15381,F,20技~24技,87,1,2,1,0,1,3,1,10,,,,,,,,,
15423,F,30技~34技,500,0,2,1,2,2,1,1,10,,,,,,,,,
15544,F,50技~54技,610,2,3,1,1,0,1,1,10,,,,,,,,,
15561,F,45技~49技,340,0,2,1,2,1,2,1,10,,,,,,,,,
15589,F,40技~44技,100,2,1,1,0,2,2,1,10,,,,,,,,,
15719,F,55技~59技,100,2,2,2,1,1,0,1,10,,,,,,,,,
15776,F,35技~39技,540,0,1,2,2,1,2,1,10,,,,,,,,,
15794,F,50技~54技,410,0,1,2,2,1,2,1,10,,,,,,,,,
15861,F,45技~49技,55,1,2,2,1,0,2,1,10,,,,,,,,,
15874,M,40技~44技,500,2,0,1,2,1,2,1,10,,,,,,,,,
15924,F,45技~49技,100,1,1,3,2,1,0,1,10,,,,,,,,,
15940,F,35技~39技,100,0,2,1,1,2,2,1,10,,,,,,,,,
15959,F,50技~54技,55,1,2,1,2,0,2,1,10,,,,,,,,,
16023,F,25技~29技,270,1,2,1,1,3,0,1,10,,,,,,,,,
16035,F,25技~29技,270,1,3,1,2,0,1,1,10,,,,,,,,,
16128,F,35技~39技,100,2,1,0,2,2,1,1,10,,,,,,,,,
16145,F,35技~39技,540,3,1,1,1,0,2,1,10,,,,,,,,,
16149,M,45技~49技,10,2,1,1,0,1,3,1,10,,,,,,,,,
16231,M,45技~49技,540,2,1,2,2,1,0,1,10,,,,,,,,,
16256,F,25技~29技,460,1,0,1,2,2,2,1,10,,,,,,,,,
16318,M,60技捞惑,100,1,1,2,3,0,1,1,10,,,,,,,,,
16449,F,50技~54技,55,2,1,0,1,1,3,1,10,,,,,,,,,
16474,M,45技~49技,49,2,2,2,0,1,1,1,10,,,,,,,,,
16499,F,45技~49技,610,3,2,0,1,1,1,1,10,,,,,,,,,
16666,F,25技~29技,55,2,1,2,0,1,2,1,10,,,,,,,,,
16725,F,60技捞惑,100,2,2,0,1,1,2,1,10,,,,,,,,,
16801,F,55技~59技,460,1,3,2,0,1,1,1,10,,,,,,,,,
16827,F,45技~49技,100,1,1,0,3,1,2,1,10,,,,,,,,,
16870,F,45技~49技,100,2,1,2,1,2,0,1,10,,,,,,,,,
16879,M,55技~59技,610,3,1,2,1,1,0,1,10,,,,,,,,,
16960,F,55技~59技,410,2,2,2,1,1,0,1,10,,,,,,,,,
16976,F,25技~29技,540,1,1,3,2,0,1,1,10,,,,,,,,,
16990,F,55技~59技,100,1,3,2,1,1,0,1,10,,,,,,,,,
17045,F,30技~34技,100,2,2,1,1,0,2,1,10,,,,,,,,,
17073,F,45技~49技,45,2,2,2,1,0,1,1,10,,,,,,,,,
17170,F,25技~29技,100,2,1,1,2,2,0,1,10,,,,,,,,,
17189,M,35技~39技,460,0,1,2,2,2,1,1,10,,,,,,,,,
17238,M,45技~49技,540,0,1,2,1,2,2,1,10,,,,,,,,,
17247,F,45技~49技,55,1,2,2,2,1,0,1,10,,,,,,,,,
17361,F,50技~54技,540,3,1,1,1,0,2,1,10,,,,,,,,,
17385,M,30技~34技,100,2,0,1,2,2,1,1,10,,,,,,,,,
17462,F,50技~54技,55,0,2,2,2,1,1,1,10,,,,,,,,,
17492,F,60技捞惑,500,0,2,1,2,1,2,1,10,,,,,,,,,
17607,F,55技~59技,100,1,0,1,2,2,2,1,10,,,,,,,,,
17779,F,45技~49技,100,3,1,0,1,2,1,1,10,,,,,,,,,
17801,M,25技~29技,30,0,1,2,2,1,2,1,10,,,,,,,,,
17938,M,40技~44技,55,1,1,1,2,0,3,1,10,,,,,,,,,
17946,M,60技捞惑,410,1,0,2,2,2,1,1,10,,,,,,,,,
17999,F,20技~24技,100,0,1,2,2,1,2,1,10,,,,,,,,,
18033,F,25技~29技,460,2,2,1,1,2,0,1,10,,,,,,,,,
18195,F,55技~59技,210,2,2,1,0,1,2,1,10,,,,,,,,,
18207,F,45技~49技,460,2,2,1,1,2,0,1,10,,,,,,,,,
18315,F,50技~54技,310,2,2,2,1,1,0,1,10,,,,,,,,,
18343,F,45技~49技,100,1,2,2,1,2,0,1,10,,,,,,,,,
18471,M,45技~49技,55,2,1,1,0,2,2,1,10,,,,,,,,,
18489,F,20技~24技,47,0,1,1,2,2,2,1,10,,,,,,,,,
18556,M,35技~39技,24,2,2,1,2,0,1,1,10,,,,,,,,,
18577,F,60技捞惑,460,2,2,1,0,2,1,1,10,,,,,,,,,
18647,M,25技~29技,210,1,1,2,2,2,0,1,10,,,,,,,,,
18665,M,35技~39技,610,2,0,1,2,1,2,1,10,,,,,,,,,
18669,F,45技~49技,100,1,2,2,1,2,0,1,10,,,,,,,,,
18687,M,35技~39技,210,2,1,1,0,1,3,1,10,,,,,,,,,
18724,F,50技~54技,52,1,1,2,3,0,1,1,10,,,,,,,,,
18745,M,40技~44技,100,2,0,1,1,2,2,1,10,,,,,,,,,
18767,M,20技~24技,610,3,2,1,1,1,0,1,10,,,,,,,,,
18885,F,50技~54技,100,1,1,0,2,2,2,1,10,,,,,,,,,
18991,F,45技~49技,100,0,1,2,1,3,1,1,10,,,,,,,,,
19001,M,25技~29技,100,2,2,1,2,0,1,1,10,,,,,,,,,
19088,M,19技捞窍,100,2,0,1,2,2,1,1,10,,,,,,,,,
19195,F,60技捞惑,55,2,2,1,2,1,0,1,10,,,,,,,,,
19218,F,40技~44技,460,1,3,1,1,0,2,1,10,,,,,,,,,
144,F,60技捞惑,72,1,2,1,2,1,2,0,9,,,,,,,,,
226,M,60技捞惑,47,2,2,2,1,1,1,0,9,,,,,,,,,
246,M,60技捞惑,100,1,1,1,2,2,2,0,9,,,,,,,,,
260,F,60技捞惑,55,1,2,2,1,1,2,0,9,,,,,,,,,
338,F,60技捞惑,100,2,1,2,2,1,1,0,9,,,,,,,,,
342,F,60技捞惑,49,1,1,1,2,2,2,0,9,,,,,,,,,
345,F,60技捞惑,100,3,2,1,1,1,1,0,9,,,,,,,,,
352,F,60技捞惑,24,2,2,1,1,1,2,0,9,,,,,,,,,
383,M,60技捞惑,65,1,1,1,2,2,2,0,9,,,,,,,,,
385,F,60技捞惑,16,1,1,1,2,2,2,0,9,,,,,,,,,
403,M,60技捞惑,49,1,1,1,2,2,2,0,9,,,,,,,,,
409,F,60技捞惑,100,1,1,1,1,3,2,0,9,,,,,,,,,
416,M,60技捞惑,55,2,2,1,1,1,2,0,9,,,,,,,,,
443,F,60技捞惑,100,2,1,2,1,1,2,0,9,,,,,,,,,
470,F,60技捞惑,100,1,2,1,2,1,2,0,9,,,,,,,,,
514,F,60技捞惑,47,1,1,2,1,2,2,0,9,,,,,,,,,
568,F,60技捞惑,610,1,2,3,1,1,1,0,9,,,,,,,,,
645,F,60技捞惑,55,2,2,2,1,1,1,0,9,,,,,,,,,
708,F,60技捞惑,210,2,2,2,1,1,1,0,9,,,,,,,,,
720,F,60技捞惑,210,1,1,2,2,1,2,0,9,,,,,,,,,
723,F,60技捞惑,210,1,2,1,2,1,2,0,9,,,,,,,,,
796,F,55技~59技,210,2,1,2,1,1,2,0,9,,,,,,,,,
809,F,55技~59技,55,1,1,1,2,2,2,0,9,,,,,,,,,
813,F,55技~59技,500,3,1,1,1,1,2,0,9,,,,,,,,,
835,M,55技~59技,500,2,2,2,1,1,1,0,9,,,,,,,,,
840,F,55技~59技,55,1,1,1,2,2,2,0,9,,,,,,,,,
909,F,55技~59技,500,1,1,1,2,2,2,0,9,,,,,,,,,
1036,F,55技~59技,460,1,1,2,2,1,2,0,9,,,,,,,,,
1123,F,55技~59技,82,1,1,1,2,2,2,0,9,,,,,,,,,
1223,F,55技~59技,210,1,1,2,1,2,2,0,9,,,,,,,,,
1258,F,55技~59技,100,2,1,1,1,1,3,0,9,,,,,,,,,
1265,F,55技~59技,540,1,1,1,2,2,2,0,9,,,,,,,,,
1269,F,55技~59技,10,1,2,1,1,2,2,0,9,,,,,,,,,
1333,F,55技~59技,610,1,2,2,2,1,1,0,9,,,,,,,,,
1374,F,55技~59技,100,1,2,1,1,2,2,0,9,,,,,,,,,
1408,F,55技~59技,460,2,1,1,2,1,2,0,9,,,,,,,,,
1472,F,55技~59技,210,1,1,2,2,1,2,0,9,,,,,,,,,
1494,F,55技~59技,100,2,2,1,1,2,1,0,9,,,,,,,,,
1495,F,55技~59技,100,2,2,2,1,1,1,0,9,,,,,,,,,
1553,F,55技~59技,82,2,2,1,1,2,1,0,9,,,,,,,,,
1567,F,55技~59技,55,2,1,1,1,2,2,0,9,,,,,,,,,
1573,F,55技~59技,55,1,1,2,2,2,1,0,9,,,,,,,,,
1586,F,55技~59技,210,1,1,3,2,1,1,0,9,,,,,,,,,
1609,F,55技~59技,100,1,1,3,1,1,2,0,9,,,,,,,,,
1661,F,55技~59技,55,2,2,1,1,2,1,0,9,,,,,,,,,
1677,F,55技~59技,55,2,1,2,2,1,1,0,9,,,,,,,,,
1681,F,55技~59技,100,2,1,2,2,1,1,0,9,,,,,,,,,
1698,F,55技~59技,100,1,2,2,2,1,1,0,9,,,,,,,,,
1721,F,55技~59技,500,1,2,1,2,2,1,0,9,,,,,,,,,
1727,F,55技~59技,69,1,3,1,1,1,2,0,9,,,,,,,,,
1806,F,55技~59技,55,1,2,2,1,2,1,0,9,,,,,,,,,
1873,F,50技~54技,55,1,2,1,2,2,1,0,9,,,,,,,,,
1879,M,50技~54技,100,1,2,1,2,1,2,0,9,,,,,,,,,
1880,F,50技~54技,16,1,2,1,2,2,1,0,9,,,,,,,,,
1920,F,50技~54技,500,2,1,2,1,1,2,0,9,,,,,,,,,
1989,F,50技~54技,24,1,2,1,1,2,2,0,9,,,,,,,,,
2034,F,50技~54技,55,1,2,2,1,1,2,0,9,,,,,,,,,
2054,F,50技~54技,24,1,3,1,1,2,1,0,9,,,,,,,,,
2134,F,50技~54技,55,2,2,1,2,1,1,0,9,,,,,,,,,
2146,F,50技~54技,540,2,2,1,1,2,1,0,9,,,,,,,,,
2191,M,50技~54技,210,1,1,2,2,1,2,0,9,,,,,,,,,
2210,F,50技~54技,570,1,1,2,1,2,2,0,9,,,,,,,,,
2236,F,50技~54技,55,2,2,1,1,2,1,0,9,,,,,,,,,
2271,M,50技~54技,460,2,1,1,2,1,2,0,9,,,,,,,,,
2308,F,50技~54技,310,1,2,2,1,2,1,0,9,,,,,,,,,
2355,F,50技~54技,24,2,1,2,2,1,1,0,9,,,,,,,,,
2369,F,50技~54技,360,1,2,2,1,1,2,0,9,,,,,,,,,
2420,M,50技~54技,55,2,1,1,1,2,2,0,9,,,,,,,,,
2457,F,50技~54技,30,2,2,1,1,1,2,0,9,,,,,,,,,
2473,F,50技~54技,500,2,2,1,1,2,1,0,9,,,,,,,,,
2483,F,50技~54技,100,2,2,1,1,2,1,0,9,,,,,,,,,
2503,M,50技~54技,540,2,1,1,2,2,1,0,9,,,,,,,,,
2575,F,50技~54技,20,2,1,1,2,2,1,0,9,,,,,,,,,
2620,F,50技~54技,100,1,2,2,2,1,1,0,9,,,,,,,,,
2638,F,50技~54技,55,1,1,2,1,2,2,0,9,,,,,,,,,
2666,F,50技~54技,55,1,1,1,2,2,2,0,9,,,,,,,,,
2701,F,50技~54技,360,2,2,1,2,1,1,0,9,,,,,,,,,
2720,F,50技~54技,210,2,1,1,2,2,1,0,9,,,,,,,,,
2734,F,50技~54技,55,1,1,2,2,2,1,0,9,,,,,,,,,
2737,F,50技~54技,500,1,2,1,1,2,2,0,9,,,,,,,,,
2758,F,50技~54技,460,2,1,2,1,2,1,0,9,,,,,,,,,
2812,F,50技~54技,55,2,2,1,1,2,1,0,9,,,,,,,,,
2830,M,50技~54技,610,2,2,1,1,1,2,0,9,,,,,,,,,
2967,M,50技~54技,460,1,1,1,2,2,2,0,9,,,,,,,,,
3052,F,50技~54技,270,2,2,2,1,1,1,0,9,,,,,,,,,
3083,F,50技~54技,100,1,2,1,2,2,1,0,9,,,,,,,,,
3112,F,50技~54技,610,2,1,2,2,1,1,0,9,,,,,,,,,
3117,F,50技~54技,16,2,3,1,1,1,1,0,9,,,,,,,,,
3140,M,50技~54技,360,1,2,2,1,1,2,0,9,,,,,,,,,
3143,F,50技~54技,340,1,2,1,2,1,2,0,9,,,,,,,,,
3145,F,50技~54技,55,1,2,1,1,2,2,0,9,,,,,,,,,
3170,F,50技~54技,100,1,1,2,1,2,2,0,9,,,,,,,,,
3241,F,50技~54技,60,2,1,2,1,2,1,0,9,,,,,,,,,
3269,F,50技~54技,16,1,2,2,1,1,2,0,9,,,,,,,,,
3307,F,50技~54技,210,1,1,2,2,2,1,0,9,,,,,,,,,
3325,F,50技~54技,100,2,1,1,2,1,2,0,9,,,,,,,,,
3388,F,50技~54技,100,1,3,1,2,1,1,0,9,,,,,,,,,
3402,F,50技~54技,500,2,1,2,1,1,2,0,9,,,,,,,,,
3474,F,50技~54技,340,2,1,1,1,2,2,0,9,,,,,,,,,
3481,F,50技~54技,210,1,2,2,2,1,1,0,9,,,,,,,,,
3530,F,45技~49技,460,1,1,1,3,1,2,0,9,,,,,,,,,
3539,F,45技~49技,100,2,1,1,2,2,1,0,9,,,,,,,,,
3591,F,45技~49技,100,1,1,2,1,2,2,0,9,,,,,,,,,
3645,F,45技~49技,100,2,1,2,1,2,1,0,9,,,,,,,,,
3726,M,45技~49技,500,3,1,1,1,1,2,0,9,,,,,,,,,
3757,F,45技~49技,100,2,1,1,2,2,1,0,9,,,,,,,,,
3767,M,45技~49技,10,1,1,1,1,3,2,0,9,,,,,,,,,
3780,F,45技~49技,360,1,2,2,1,1,2,0,9,,,,,,,,,
3856,F,45技~49技,460,2,2,1,1,1,2,0,9,,,,,,,,,
3869,F,45技~49技,43,3,2,1,1,1,1,0,9,,,,,,,,,
3897,F,45技~49技,47,1,1,2,1,2,2,0,9,,,,,,,,,
3908,M,45技~49技,500,2,1,2,2,1,1,0,9,,,,,,,,,
3933,F,45技~49技,440,2,1,1,2,2,1,0,9,,,,,,,,,
3951,F,45技~49技,100,1,2,2,2,1,1,0,9,,,,,,,,,
3979,F,45技~49技,47,2,1,1,1,2,2,0,9,,,,,,,,,
3992,F,45技~49技,16,1,1,1,1,2,3,0,9,,,,,,,,,
4001,F,45技~49技,16,1,2,1,2,1,2,0,9,,,,,,,,,
4021,M,45技~49技,440,2,1,1,2,2,1,0,9,,,,,,,,,
4036,F,45技~49技,16,2,2,2,1,1,1,0,9,,,,,,,,,
4049,F,45技~49技,460,1,1,2,3,1,1,0,9,,,,,,,,,
4107,F,45技~49技,100,1,1,1,1,2,3,0,9,,,,,,,,,
4144,F,45技~49技,100,2,1,1,2,1,2,0,9,,,,,,,,,
4148,F,45技~49技,55,2,1,2,1,2,1,0,9,,,,,,,,,
4168,M,45技~49技,100,2,1,1,3,1,1,0,9,,,,,,,,,
4226,F,45技~49技,55,1,2,1,1,2,2,0,9,,,,,,,,,
4287,F,45技~49技,500,2,1,1,1,2,2,0,9,,,,,,,,,
4312,F,45技~49技,610,1,2,1,1,2,2,0,9,,,,,,,,,
4338,F,45技~49技,100,1,1,1,3,2,1,0,9,,,,,,,,,
4354,F,45技~49技,16,1,1,2,2,2,1,0,9,,,,,,,,,
4383,F,45技~49技,47,1,1,1,2,2,2,0,9,,,,,,,,,
4399,M,45技~49技,360,1,2,1,2,1,2,0,9,,,,,,,,,
4432,F,45技~49技,100,1,2,1,2,1,2,0,9,,,,,,,,,
4459,F,45技~49技,16,1,2,2,1,2,1,0,9,,,,,,,,,
4460,F,45技~49技,100,1,1,2,1,2,2,0,9,,,,,,,,,
4504,F,45技~49技,100,2,1,1,2,2,1,0,9,,,,,,,,,
4578,F,45技~49技,24,1,2,2,2,1,1,0,9,,,,,,,,,
4606,F,45技~49技,460,1,3,2,1,1,1,0,9,,,,,,,,,
